id;price;region;street_name;room_count;total_square;floor;subway;max_floor;street_number;living_square;kitchen_square
382;504000;Печерський;Саперне Поле вул.;4;210;12;Палац Україна;15;5-А;110;45
383;185000;Печерський;Предславинська вул.;1;43;13;Либідська;24;42;23;20
385;230000;Оболонський;Оболонський просп.;1;51;20;Мінська;22;26;26;10
386;350000;Печерський;Андрія Верхогляда вул. (Драгомирова);3;118;5;Звіринецька;23;20;60;25
387;255000;Голосіївський;Забіли Віктора вул.;4;139;21;Деміївська;22;5;96;13,6
389;70000;Голосіївський;Григорія Гуляницького вул. (Московська);2;47;5;Іподром;7;39А;25;20
391;58000;Дарницький;Софії Русової вул.;1;37;13;Осокорки;25;7;17;9
392;57000;Солом'янський;Солом'янська вул.;2;49,5;9;Вокзальна;9;10;29,6;8
393;55000;Дарницький;Причальна вул.;3;67,92;24;Осокорки;26;3;28,54;17,15
394;105000;Голосіївський;Максимовича вул. (Трутенка Онуфрія);1;41;9;Васильківська;19;24;14,3;15,2
395;182700;Печерський;Андрія Верхогляда вул. (Драгомирова);1;58;28;Звіринецька;30;14А;14,8;23,5
397;58000;Дарницький;Софії Русової вул.;1;37;13;Осокорки;25;7;15;9
398;165000;Печерський;Інститутська вул.;2;60;6;Хрещатик;7;18;18,8;36,6
399;82000;Подільський;провулок Квітневий;3;72;15;Контрактова площа;16;12;42;8,3
400;105000;Голосіївський;Максимовича вул. (Трутенка Онуфрія);1;42;9;Васильківська;21;24в;14;18
401;82000;Шевченківський;Хмельницького Богдана вул.;1;39;1;Університет;5;50;12;18
403;70000;Голосіївський;Григорія Гуляницького вул. (Московська);2;47;5;Іподром;7;39А;25;20
405;135000;Дарницький;Пчілки Олени вул.;2;70;23;Позняки;25;3;50;12
406;65000;Оболонський;Оболонський просп.;1;34;8;Мінська;16;18в;17;8
409;178000;Шевченківський;Руданського вул.;2;98,5;8;Сирець;25;3а;55;15
410;115000;Дарницький;Ревуцького вул.;2;72;11;Харківська;25;54а;36;12
411;43000;Деснянський;Матеюка Миколи вул.;2;49;8;Лісова;9;13;30;6
412;60000;Дарницький;Вишняківська вул.;1;48;3;Харківська;16;11;17;14
413;61000;Дарницький;Бориса Гмирі вул.;1;37;19;Позняки;26;18;18;8
415;50000;Оболонський;Оболонський просп.;1;50;2;Героїв Дніпра;9;37;25;20
416;110000;Солом'янський;Повітрофлотський просп.;2;80;4;Вокзальна;7;25;57,1;7
417;142000;Дніпровський;Микільсько-Слобідська вул.;2;77;2;Лівобережна;17;11б;38;18
418;133000;Дніпровський;Каховська вул.;2;62,2;22;Лівобережна;26;62а;33,4;12,5
419;99990;Шевченківський;Глибочицька вул.;1;42,1;7;Лук'янівська;10;13;10;25
423;243000;Оболонський;Володимира Івасюка просп. (Героїв Сталінграда);3;131;7;Оболонь;9;6;66;14
424;147000;Дніпровський;Микільсько-Слобідська вул.;2;58;6;Лівобережна;30;1;30;15
425;74900;Деснянський;Шолом-Алейхема вул.;3;70;6;Чернігівська;9;6;47;7
426;390000;Оболонський;Володимира Івасюка просп. (Героїв Сталінграда);5;216;12;Оболонь;13;12Г;122;30
427;450000;Голосіївський;Саксаганського вул.;2;87;4;Олімпійська;30;37к;30;33
429;53900;Святошинський;Наумова генерала вул.;3;69;8;Академмістечко;9;23;48;8
430;200000;Голосіївський;Голосіївський просп. (40-річчя Жовтня);3;110;13;Деміївська;17;30а;60,4;20
433;103000;Дарницький;Дніпровська наб.;1;47;2;Осокорки;25;20а;13;18
434;132000;Дніпровський;Микільсько-Слобідська вул.;2;62;3;Лівобережна;24;10;35;15
435;89000;Святошинський;Ореста Васкула;2;65;4;Житомирська;24;19;40;15
437;108000;Дніпровський;Миропільська вул.;3;94;5;Чернігівська;16;39;50,2;13,1
438;68000;Дніпровський;Юності вул.;1;46,8;7;Чернігівська;14;8/2;21,2;10,12
439;55000;Дніпровський;Миропільська вул.;3;58,14;7;Чернігівська;9;3;39,9;6,1
441;540000;Шевченківський;Шмідта Отто вул.;3;180;5;Тараса Шевченка;5;10ж;120;23
443;105000;Шевченківський;Глибочицька вул.;1;55,8;13;Контрактова площа;25;73;21;14,7
450;340000;Печерський;Лесі Українки бульв.;3;141,7;7;Кловська;27;7а;74,9;17,6
453;75000;Подільський;Івана Виговського вул. (Гречка маршала);2;48,5;7;Сирець;22;10л;21,57;16,6
454;50000;Дарницький;Чернігівська вул.;1;37;11;Вирлиця;22;8;13;13,6
455;70000;Дарницький;Чернігівська вул.;2;55,52;11;Вирлиця;22;8;24;21
456;75000;Дарницький;Ревуцького вул.;3;80,4;8;Харківська;16;29а;44,1;8,7
457;89000;Дарницький;Центральна вул.;1;60;8;Славутич;10;21а;21,5;21,4
458;51000;Дарницький;Камянська;1;24;11;Вирлиця;12;127а;19,1;4,1
461;219900;Шевченківський;Берестейський просп. (Перемоги);3;80;29;Вокзальна;34;5В;40;15
462;84900;Дарницький;Урлівська вул.;2;60;21;Осокорки;25;23в;30;8
463;154900;Шевченківський;Мала Житомирська вул.;2;57;3;Майдан Незалежності;9;10;34;7
464;93000;Дарницький;Крушельницькой Соломії вул.;2;57;22;Харківська;26;15;33;16
465;320000;Шевченківський;Юрія Іллєнка вул. (Мельникова);3;140;4;Лук'янівська;23;18Б;110;17
466;200000;Голосіївський;Максимовича вул. (Трутенка Онуфрія);3;80;6;Васильківська;15;24А;64;16
467;95500;Святошинський;Палладіна академіка просп.;4;95,6;11;Академмістечко;16;13;54,1;8,2
468;60000;Святошинський;Наумова генерала вул.;2;52;7;Академмістечко;9;41;27,3;6,2
471;69000;Дарницький;Кам'янська вул. (Дніпродзержинська);1;36;19;Вирлиця;25;128;14,2;12
472;39000;Дніпровський;Навої Алішера просп.;1;28;1;Дарниця;5;65;7;15
473;142000;Печерський;Миколи Міхновського бульв. (Дружби Народів);4;93;3;Звіринецька;5;24/2;65;9
474;79500;Голосіївський;Голосіївський просп. (40-річчя Жовтня);3;71,1;14;Деміївська;16;19;45,9;10
476;225000;Голосіївський;Голосіївський просп. (40-річчя Жовтня);3;122;4;Голосіївська;21;68;77;13
477;199900;Солом'янський;Липківского Василя вул. (Урицького);2;82,4;14;Вокзальна;17;18;48,2;14,6
478;275000;Печерський;Круглоуніверситетська вул.;3;72;4;Хрещатик;5;17;33,8;18,4
479;477120;Печерський;Федорова Івана вул.;3;100;23;Олімпійська;26;2А;34;42
482;295000;Печерський;Іоана Павла II вул. (Лумумби Патріса);2;62;9;Звіринецька;33;12;25;30
487;31000;Голосіївський;Дмитра Луценка вул. (Крейсера 'Аврора');1;26,4;9;Іподром;9;1б;13,5;6,4
488;61000;Дарницький;Бориса Гмирі вул.;1;39;19;Позняки;25;18;18;9
489;93000;Шевченківський;Салютна вул.;1;41;2;Нивки;7;2;16;11
490;50000;Святошинський;Олевська вул.;1;51,8;26;Академмістечко;27;5;30;12
491;76500;Голосіївський;Григорія Гуляницького вул. (Московська);1;45;3;Іподром;7;39а;12,5;26,5
